code;name;url;active-ingredient;laboratory
P00012507;AIMAFIX;https://pe.ivademecum.com/medicamento-aimafix-pharma-hosting-cod-D288499B5A242C61;Antihemofílicos;PHARMA HOSTING
P00012508;AIRLUKAST - RANBAXY;https://pe.ivademecum.com/medicamento-airlukast-ranbaxy-ranbaxy-prp-cod-2A71845F9B8B494E;Antiasmáticos y broncodilatadores;RANBAXY-PRP
P00012509;AIRPLEN;https://pe.ivademecum.com/medicamento-airplen-roemmers-cod-27A11885DE7445A6;Antiasmáticos y broncodilatadores;ROEMMERS
P00012510;AIRUM JAT;https://pe.ivademecum.com/medicamento-airum-jat-neumobiotics-cod-B97DE9B16A8480AA;Antitusivos, expectorantes, mucolíticos;NEUMOBIOTICS
P00012511;AJO CON PEREJIL;https://pe.ivademecum.com/medicamento-ajo-perejil-quiarsa-cod-FB9DEA5175A858E1;Leches y suplementos dietéticos;QUIARSA
P00012512;AJO EN ACEITE 500MG;https://pe.ivademecum.com/medicamento-ajo-aceite-500mg-arion-mason-cod-79A552C306873EBF;Leches y suplementos dietéticos;ARION MASON
P00012513;AJO Y PEREJIL;https://pe.ivademecum.com/medicamento-ajo-perejil-arion-mason-cod-E738964218F1B391;Leches y suplementos dietéticos;ARION MASON
P00012514;AJOS;https://pe.ivademecum.com/medicamento-ajos-quiarsa-cod-218BEF33ED2B12D1;Leches y suplementos dietéticos;QUIARSA
P00012515;AK-FLUOR;https://pe.ivademecum.com/medicamento-ak-fluor-medifarma-cod-D403AD966265D2D5;Diagnóstico y cirugía;MEDIFARMA
P00012516;AK-NEFRIN;https://pe.ivademecum.com/medicamento-ak-nefrin-medifarma-cod-5C3C6391B7EDA51E;Descongestivos oftálmicos;MEDIFARMA
P00012517;AK-PRED 1%;https://pe.ivademecum.com/medicamento-ak-pred-1-medifarma-cod-BFDB56E53AB87587;Antihistamínicos oftálmicos;MEDIFARMA
P00012518;AK-TROL NF;https://pe.ivademecum.com/medicamento-ak-trol-nf-medifarma-cod-397A0FC7C24A57BA;Antibióticos, corticoides, descongest. asoc.;MEDIFARMA
P00012519;AKA-DILATE 10%;https://pe.ivademecum.com/medicamento-aka-dilate-10-akorn-cod-FC251AF4F50F80BE;Midriáticos y gangliopléjicos;AKORN
P00012520;AKA-DILATE 2.5%;https://pe.ivademecum.com/medicamento-aka-dilate-2-5-akorn-cod-5A3AA937D4C7D61C;Midriáticos y gangliopléjicos;AKORN
P00012521;AKAMOXX;https://pe.ivademecum.com/medicamento-akamoxx-medifarma-cod-6C8C397674DBFE90;Antibióticos y antisépticos oftálmicos;MEDIFARMA
P00012522;AKAMYCINA;https://pe.ivademecum.com/medicamento-akamycina-sherfarma-cod-2B41548CF49DFD96;Antibióticos;SHERFARMA
P00012523;AKINETON;https://pe.ivademecum.com/medicamento-akineton-bago-cod-3455D4C39E0910F3;Antiparkinsonianos;BAGO
P00012524;AKINETON RETARD;https://pe.ivademecum.com/medicamento-akineton-retard-bago-cod-04F9DE233619A812;Antiparkinsonianos;BAGO
P00012525;AKW-AGELAK;https://pe.ivademecum.com/medicamento-akw-agelak-medifarma-cod-F74935FEA8088B1E;Lágrimas, baños y colirios inespecíficos;MEDIFARMA
P00012526;AKWA R;https://pe.ivademecum.com/medicamento-akwa-r-medifarma-cod-1629C40469895A7E;Lágrimas, baños y colirios inespecíficos;MEDIFARMA
P00012527;AKWA TEARS;https://pe.ivademecum.com/medicamento-akwa-tears-medifarma-cod-3DA773881AE04FC6;Lágrimas, baños y colirios inespecíficos;MEDIFARMA
P00012528;ALBACILINA;https://pe.ivademecum.com/medicamento-albacilina-albis-consumo-cod-E48109783240564B;Intestinales y genitourinarios;ALBIS CONSUMO
P00012529;ALBAYALDE;https://pe.ivademecum.com/medicamento-albayalde-portugal-cod-FF9FFEB22F3899B0;;PORTUGAL
P00012530;ALBENDAZOL;https://pe.ivademecum.com/medicamento-albendazol-lafar-peru-cod-F29CD0E30ACB3AF5;Intestinales y genitourinarios;LAFAR PERU
P00012531;ALBENDAZOL FMNDTRIA;https://pe.ivademecum.com/medicamento-albendazol-fmndtria-farmindustria-cod-88F33922167C1448;Intestinales y genitourinarios;FARMINDUSTRIA
P00012532;ALBENDAZOL GENFAR;https://pe.ivademecum.com/medicamento-albendazol-genfar-genfar-cod-C07E8625A2575A77;Intestinales y genitourinarios;GENFAR
P00012533;ALBENDAZOL INDUQUIMICA;https://pe.ivademecum.com/medicamento-albendazol-induquimica-induquimica-cod-FC73F757FECF8591;Intestinales y genitourinarios;INDUQUIMICA
P00012534;ALBENDAZOL IQFARMA;https://pe.ivademecum.com/medicamento-albendazol-iqfarma-iqfarma-cod-98FCFB273E18A168;Intestinales y genitourinarios;IQFARMA
P00012535;ALBENDAZOL PORTUGAL;https://pe.ivademecum.com/medicamento-albendazol-portugal-portugal-cod-B193968B52F36C7F;Intestinales y genitourinarios;PORTUGAL
P00012536;ALBENTEL;https://pe.ivademecum.com/medicamento-albentel-elifarma-cod-B7C96A90C7A43FEF;Intestinales y genitourinarios;ELIFARMA
P00012537;ALBISEC;https://pe.ivademecum.com/medicamento-albisec-unimed-cod-2B78FDFD515F8FFC;Antimicóticos;UNIMED
P00012538;ALBOTHYL;https://pe.ivademecum.com/medicamento-albothyl-takeda-cod-573735DED8261746;Antiinfecciosos vaginales;TAKEDA
P00012539;ALBUMINA HUMANA;https://pe.ivademecum.com/medicamento-albumina-humana-grey-invers-cod-5F028833FA083133;Expansores plasmáticos;GREY INVERS.
P00012540;ALBUMINA HUMANA 20%;https://pe.ivademecum.com/medicamento-albumina-humana-20-ac-farma-cod-27A45D365A33624F;Expansores plasmáticos;AC FARMA
P00012541;ALCACHOFA;https://pe.ivademecum.com/medicamento-alcachofa-refasa-cod-2F4E42E992D1DBDB;Colagogos, colerét., digest., hepatoprot.;REFASA
P00012542;ALCAINE;https://pe.ivademecum.com/medicamento-alcaine-alcon-cod-170C4C67DA9739A4;Anestésicos oftálmicos;ALCON
P00012543;ALCLIMAX;https://pe.ivademecum.com/medicamento-alclimax-quilab-farma-cod-C37C7714480E78BF;Disfunción eréctil;QUILAB FARMA
P00012544;ALDACTONE-A;https://pe.ivademecum.com/medicamento-aldactone-pfizer-cod-39037955E796CC5E;Antihipertensivos;PFIZER
P00012545;ALDOMET;https://pe.ivademecum.com/medicamento-aldomet-msd-cod-57CEDCD1908AB888;Antihipertensivos;MSD
P00012546;ALE-70;https://pe.ivademecum.com/medicamento-ale-70-quilab-farma-cod-1BD07BAD5F901C82;Medicamentos c/acción sobre metabolismo óseo;QUILAB FARMA
P00012547;ALENCAR;https://pe.ivademecum.com/medicamento-alencar-refasa-cod-029EF4B93CFE596F;Antieméticos;REFASA
P00012548;ALENDRA 7;https://pe.ivademecum.com/medicamento-alendra-7-teva-cod-35151E057654C279;Medicamentos c/acción sobre metabolismo óseo;TEVA
P00012549;ALENDRON-70;https://pe.ivademecum.com/medicamento-alendron-70-delfarma-cod-3F221726E0F5D87F;Medicamentos c/acción sobre metabolismo óseo;DELFARMA
P00012550;ALENDRONATO 70MG GENFAR;https://pe.ivademecum.com/medicamento-alendronato-70mg-genfar-genfar-cod-1C66C73F72681EEF;Medicamentos c/acción sobre metabolismo óseo;GENFAR
P00012551;ALENDRONATO QUILAB;https://pe.ivademecum.com/medicamento-alendronato-quilab-quilab-generic-cod-BDE24F6BCB1470E3;Medicamentos c/acción sobre metabolismo óseo;QUILAB GENERIC.
P00012552;ALENDROTAN;https://pe.ivademecum.com/medicamento-alendrotan-pharmacheck-cod-6BF507BA53EEF80D;Medicamentos c/acción sobre metabolismo óseo;PHARMACHECK
P00012553;ALENOST;https://pe.ivademecum.com/medicamento-alenost-macleods-pharm-cod-F0CBEF73085A1D31;Medicamentos c/acción sobre metabolismo óseo;MACLEODS PHARM
P00012554;ALER-END;https://pe.ivademecum.com/medicamento-aler-end-g-r-cod-4E9E7452AC6445F3;Antialérgicos, antihist., corticoides asoc.;G & R
P00012555;ALERCET;https://pe.ivademecum.com/medicamento-alercet-unimed-cod-05E1F0C9EF8AE050;Antialérgicos, antihist., corticoides asoc.;UNIMED
P00012556;ALERCET-D;https://pe.ivademecum.com/medicamento-alercet-d-unimed-cod-E331527A4EA668FB;Antialérgicos, antihist., corticoides asoc.;UNIMED
P00012557;ALERCIL;https://pe.ivademecum.com/medicamento-alercil-farmedic-cod-70A0C1E22951B9D5;Antialérgicos, antihist., corticoides asoc.;FARMEDIC
P00012558;ALERDIF;https://pe.ivademecum.com/medicamento-alerdif-dr-andreu-cod-54CFFA259D49A574;Antialérgicos, antihist., corticoides asoc.;DR. ANDREU
P00012559;ALERFAST;https://pe.ivademecum.com/medicamento-alerfast-roemmers-cod-06E12F221B5753C9;Antialérgicos, antihist., corticoides asoc.;ROEMMERS
P00012560;ALERFAST D;https://pe.ivademecum.com/medicamento-alerfast-d-roemmers-cod-47ED33B943419F94;Antialérgicos, antihist., corticoides asoc.;ROEMMERS
P00012561;ALERFAST FORTE;https://pe.ivademecum.com/medicamento-alerfast-forte-roemmers-cod-658E05D959020178;Antialérgicos, antihist., corticoides asoc.;ROEMMERS
P00012562;ALERFORT;https://pe.ivademecum.com/medicamento-alerfort-novax-eirl-cod-C77EAAF0580A85EE;Antialérgicos, antihist., corticoides asoc.;NOVAX EIRL
P00012563;ALERGICAL LP;https://pe.ivademecum.com/medicamento-alergical-lp-hersil-cod-5F1764AD7610D741;Antialérgicos, antihist., corticoides asoc.;HERSIL
P00012564;ALERGICAL NEO;https://pe.ivademecum.com/medicamento-alergical-neo-hersil-cod-185F2AAEED9A0B8D;Antigripales;HERSIL
P00012565;ALERGICAL SF;https://pe.ivademecum.com/medicamento-alergical-sf-hersil-cod-E3758732C9EED487;Antialérgicos, antihist., corticoides asoc.;HERSIL
P00012566;ALERGIFEN;https://pe.ivademecum.com/medicamento-alergifen-haus-hoffen-cod-6375CFFC7B26A52C;Antialérgicos, antibióticos, antimicót. asoc.;HAUS HOFFEN
P00012567;ALERGIMED;https://pe.ivademecum.com/medicamento-alergimed-albis-consumo-cod-6E119DA726866549;Antialérgicos, antihist., corticoides asoc.;ALBIS CONSUMO
P00012568;ALERGIPAT;https://pe.ivademecum.com/medicamento-alergipat-roster-cod-B969540F0E5FA5FD;Antihistamínicos oftálmicos;ROSTER
P00012569;ALERGIS JALEA;https://pe.ivademecum.com/medicamento-alergis-jalea-deutsche-pharma-cod-373C3F00E652B8D4;Antipruriginosos tópicos;DEUTSCHE PHARMA
P00012570;ALERGIZINA;https://pe.ivademecum.com/medicamento-alergizina-intipharma-cod-FD265E008A4B8F33;Antialérgicos, antihist., corticoides asoc.;INTIPHARMA
P00012571;ALERGIZINA D;https://pe.ivademecum.com/medicamento-alergizina-d-intipharma-cod-BE566F72124A8910;Descongestivos nasales y sistémicos;INTIPHARMA
P00012572;ALERGOL;https://pe.ivademecum.com/medicamento-alergol-allerlab-cod-081E849C51D16F59;;ALLERLAB
P00012573;ALERLIV;https://pe.ivademecum.com/medicamento-alerliv-portugal-cod-5CEC9D89DAFE69F6;Antialérgicos, antihist., corticoides asoc.;PORTUGAL
P00012574;ALERSONA;https://pe.ivademecum.com/medicamento-alersona-mediderm-cod-CDDF5641A068BDBC;Antialérgicos tópicos;MEDIDERM
P00012575;ALERTADIN;https://pe.ivademecum.com/medicamento-alertadin-teva-cod-07C675CFB88D85BB;Antialérgicos, antihist., corticoides asoc.;TEVA
P00012576;ALERXAL;https://pe.ivademecum.com/medicamento-alerxal-alpharmaco-sac-cod-62580A39489E240F;Antialérgicos, antihist., corticoides asoc.;ALPHARMACO SAC
P00012577;ALESTOL;https://pe.ivademecum.com/medicamento-alestol-bio-reg-pharma-cod-49681994643DFC78;Antianginosos;BIO REG PHARMA
P00012578;ALEVOMEK;https://pe.ivademecum.com/medicamento-alevomek-labex-corp-cod-9C6E32002D10A25F;Antibióticos;LABEX CORP.
P00012579;ALEXCEF;https://pe.ivademecum.com/medicamento-alexcef-siegfried-cod-2CBDBF4A58763DC1;Antibióticos;SIEGFRIED
P00012580;ALEXIA FORTE;https://pe.ivademecum.com/medicamento-alexia-forte-saval-cod-D1DF34FCE9F7C188;Antialérgicos, antihist., corticoides asoc.;SAVAL
P00012581;ALEXMIN;https://pe.ivademecum.com/medicamento-alexmin-gencopharmac-cod-A052010CC494B301;Antialérgicos, antihist., corticoides asoc.;GENCOPHARMAC.
P00012582;ALFADOL;https://pe.ivademecum.com/medicamento-alfadol-farmasur-cod-A1503E4EA9789D3B;Analgésicos;FARMASUR
P00012583;ALFALFA QUIARSA;https://pe.ivademecum.com/medicamento-alfalfa-quiarsa-quiarsa-cod-E54496C6D62D360E;Leches y suplementos dietéticos;QUIARSA
P00012584;ALFALOE;https://pe.ivademecum.com/medicamento-alfaloe-siegfried-cod-9A4FBCFABE953EC9;Dermatocosméticos;SIEGFRIED
P00012585;ALFUZOSINA CARRION;https://pe.ivademecum.com/medicamento-alfuzosina-carrion-carrion-cod-A665DA0DC47D8719;Terapéutica prostática;CARRION
P00012586;ALFUZOSINA CLORHIDRATO 10MGOKASA;https://pe.ivademecum.com/medicamento-alfuzosina-clorhidrato-10mgokasa-okasa-cod-D04D41E9C2A70AEE;Terapéutica prostática;OKASA
P00012587;ALGAS;https://pe.ivademecum.com/medicamento-algas-induquimica-cod-D802F65370EFC63E;Leches y suplementos dietéticos;INDUQUIMICA
P00012588;ALGAS MARINAS HELTY;https://pe.ivademecum.com/medicamento-algas-marinas-helty-qualipharm-cod-F583D393B7AF04FD;Leches y suplementos dietéticos;QUALIPHARM
P00012589;ALGAS PARDAS;https://pe.ivademecum.com/medicamento-algas-pardas-refasa-cod-96358C74B05E51B7;Leches y suplementos dietéticos;REFASA
P00012590;ALGIAS;https://pe.ivademecum.com/medicamento-algias-terbol-cod-180089ADC43735F8;Analgésicos;TERBOL
P00012591;ALIBRA;https://pe.ivademecum.com/medicamento-alibra-pharmed-corp-cod-9993DC9D33610606;Antialérgicos, antihist., corticoides asoc.;PHARMED CORP.
P00012592;ALICAM FORTE;https://pe.ivademecum.com/medicamento-alicam-forte-pharmed-corp-cod-07CE1EF22814A993;Analgésicos;PHARMED CORP.
P00012593;ALICOXAL;https://pe.ivademecum.com/medicamento-alicoxal-alifarma-cod-B420B796D1AFFAE7;Analgésicos;ALIFARMA
P00012594;ALIDZOL;https://pe.ivademecum.com/medicamento-alidzol-portugal-cod-876C55A55C1143D6;Antialérgicos tópicos;PORTUGAL
P00012595;ALIMENTUM;https://pe.ivademecum.com/medicamento-alimentum-abbott-cod-00C8E5D944146440;Leches y suplementos dietéticos;ABBOTT
P00012596;ALIMETFOR;https://pe.ivademecum.com/medicamento-alimetfor-alifarma-cod-193F0CCFE8E57CEC;Hipoglucemiantes orales e inyectables;ALIFARMA
P00012597;ALIPIDEM;https://pe.ivademecum.com/medicamento-alipidem-iqfarma-cod-DCFE97FD3BD23BD4;Normolipemiantes e hipocolesterolemiantes;IQFARMA
P00012598;ALIPLEN;https://pe.ivademecum.com/medicamento-aliplen-farmindustria-cod-47D267CFA2C20DC9;Analgésicos;FARMINDUSTRIA
P00012599;ALISEP;https://pe.ivademecum.com/medicamento-alisep-iqfarma-cod-CF230EB0E65BA642;Terapéutica del Alzheimer;IQFARMA
P00012600;ALITRAQ;https://pe.ivademecum.com/medicamento-alitraq-abbott-cod-26581CF3289BDE26;Vitaminas, minerales, oligoelementos;ABBOTT
P00012601;ALIVIOL;https://pe.ivademecum.com/medicamento-aliviol-farmac-peru-cod-DC3198C783BB0194;Analgésicos;FARMAC.DEL PERU
P00012602;ALIVIOL FORTE;https://pe.ivademecum.com/medicamento-aliviol-forte-farmac-peru-cod-F7D0866A2C460F3C;Analgésicos;FARMAC.DEL PERU
P00012603;ALIVIOL JUNIOR;https://pe.ivademecum.com/medicamento-aliviol-junior-farmac-peru-cod-10A9C5035A893DA2;Analgésicos;FARMAC.DEL PERU
P00012604;ALIVOFLOXX;https://pe.ivademecum.com/medicamento-alivofloxx-alifarma-cod-8C0486EB8C98E13F;Antibióticos;ALIFARMA
P00012605;ALIZAR;https://pe.ivademecum.com/medicamento-alizar-mediderm-cod-574C2A521B1059C4;Antialérgicos tópicos;MEDIDERM
P00012606;ALKA DIGEST;https://pe.ivademecum.com/medicamento-alka-digest-quimfa-cod-57EE25F4FA2E4E65;Antieméticos;QUIMFA
P00012607;ALKA-SELTZER;https://pe.ivademecum.com/medicamento-alka-seltzer-bayer-c-c-cod-1F84CC42E64F9C60;Analgésicos;BAYER C.C.
P00012608;ALKAGIN;https://pe.ivademecum.com/medicamento-alkagin-ist-ganassini-cod-9C48CD3DD9B42F51;Sedantes naturales;IST.GANASSINI
P00012609;ALKAST;https://pe.ivademecum.com/medicamento-alkast-pharmacheck-cod-3294749F31E0EF9F;Normolipemiantes e hipocolesterolemiantes;PHARMACHECK
P00012610;ALLEDRYL;https://pe.ivademecum.com/medicamento-alledryl-qualipharm-cod-9772BC5915F64F9A;Antialérgicos, antihist., corticoides asoc.;QUALIPHARM
P00012611;ALLEGRA;https://pe.ivademecum.com/medicamento-allegra-sanofi-aventis-cod-B914239B584244DA;Antialérgicos, antihist., corticoides asoc.;SANOFI AVENTIS
P00012612;ALLEGRA D;https://pe.ivademecum.com/medicamento-allegra-d-sanofi-aventis-cod-7BBC442D370CFDCE;Descongestivos nasales y sistémicos;SANOFI AVENTIS
P00012613;ALLEGRA PEDIATRICO;https://pe.ivademecum.com/medicamento-allegra-pediatrico-sanofi-aventis-cod-842B045CB3055E42;Antialérgicos, antihist., corticoides asoc.;SANOFI AVENTIS
P00012614;ALLEMED;https://pe.ivademecum.com/medicamento-allemed-medrock-cod-C46DC8A967A49D4D;Antialérgicos, antihist., corticoides asoc.;MEDROCK
P00012615;ALLERCOM;https://pe.ivademecum.com/medicamento-allercom-farmacom-cod-3B1C437F360B2A50;Antialérgicos, antihist., corticoides asoc.;FARMACOM
P00012616;ALLERFIX;https://pe.ivademecum.com/medicamento-allerfix-medrock-cod-A8577B19E855A55C;Antialérgicos, antihist., corticoides asoc.;MEDROCK
P00012617;ALMIDA;https://pe.ivademecum.com/medicamento-almida-bio-reg-pharma-cod-435A365965DE1811;Analgésicos;BIO REG PHARMA
P00012618;ALMORA;https://pe.ivademecum.com/medicamento-almora-perulab-cod-FE4F9A115BBE7BD3;Antirreumáticos;PERULAB
P00012619;ALOE MAX;https://pe.ivademecum.com/medicamento-aloe-max-terbonova-cod-ED748075D7EDBB45;;TERBONOVA
P00012620;ALOPURINOL;https://pe.ivademecum.com/medicamento-alopurinol-medrock-cod-D7D6B866AC1EB10A;Antigotosos;MEDROCK
P00012621;ALOPURINOL FMNDTRIA;https://pe.ivademecum.com/medicamento-alopurinol-fmndtria-farmindustria-cod-3E4836C4ABC941BE;Antigotosos;FARMINDUSTRIA
P00012622;ALOPURINOL IQFARMA;https://pe.ivademecum.com/medicamento-alopurinol-iqfarma-iqfarma-cod-4FC66EAD1A8C2E23;Antigotosos;IQFARMA
P00012623;ALPAZ;https://pe.ivademecum.com/medicamento-alpaz-farmindustria-cod-9A1EA8E01BD7B874;Sedantes;FARMINDUSTRIA
P00012624;ALPAZ LP;https://pe.ivademecum.com/medicamento-alpaz-lp-farmindustria-cod-A5D0D5B7C04F3009;Sedantes;FARMINDUSTRIA
P00012625;ALPHAGAN P;https://pe.ivademecum.com/medicamento-alphagan-p-allergan-cod-F3F3913FD9797A8D;Antiglaucomatosos y mióticos;ALLERGAN
P00012626;ALPRAZOLAM FMNDTRIA;https://pe.ivademecum.com/medicamento-alprazolam-fmndtria-farmindustria-cod-CC9DA59C317C3522;Sedantes;FARMINDUSTRIA
P00012627;ALPRAZOLAM INDUQUIMICA;https://pe.ivademecum.com/medicamento-alprazolam-induquimica-induquimica-cod-873EB832DB4A8788;Sedantes;INDUQUIMICA
P00012628;ALPRAZOLAM MF;https://pe.ivademecum.com/medicamento-alprazolam-mf-marfan-cod-DBFCF921872790BD;Sedantes;MARFAN
P00012629;ALPROSTADIL;https://pe.ivademecum.com/medicamento-alprostadil-biotoscana-cod-084B8B18C216DCE8;Disfunción eréctil;BIOTOSCANA
P00012630;ALPROSTADIL PINT;https://pe.ivademecum.com/medicamento-alprostadil-pint-bio-reg-pharma-cod-34194C8613C1C257;Disfunción eréctil;BIO REG PHARMA
P00012631;ALPROZOLAM;https://pe.ivademecum.com/medicamento-alprozolam-medrock-cod-F88C71CAE4B5F005;Sedantes;MEDROCK
P00012632;ALTARGO;https://pe.ivademecum.com/medicamento-altargo-gsk-cod-867DAD7B235C11FD;Antibióticos tópicos;GSK
P00012633;ALTIVA - RANBAXY;https://pe.ivademecum.com/medicamento-altiva-ranbaxy-ranbaxy-prp-cod-A906D1F672B59E9A;Antialérgicos, antihist., corticoides asoc.;RANBAXY-PRP
P00012634;ALUVIA;https://pe.ivademecum.com/medicamento-aluvia-abbott-cod-49911C2B7275C185;Antivirales;ABBOTT
P00012635;ALVIERA;https://pe.ivademecum.com/medicamento-alviera-iqfarma-cod-167DA1133B6A4884;Antiacneicos;IQFARMA
P00012636;ALYVIR - RANBAXY;https://pe.ivademecum.com/medicamento-alyvir-ranbaxy-ranbaxy-prp-cod-302612EEC94556B6;Antivirales;RANBAXY-PRP
P00012637;ALZOLAM;https://pe.ivademecum.com/medicamento-alzolam-sun-pharma-cod-78336FDDFBA2A21C;Sedantes;SUN PHARMA
P00012638;AMAGLEN;https://pe.ivademecum.com/medicamento-amaglen-iqfarma-cod-CE7D3C70F5DDADD4;Hipoglucemiantes orales e inyectables;IQFARMA
P00012639;AMARYL;https://pe.ivademecum.com/medicamento-amaryl-sanofi-aventis-cod-9FA91947D7F954DC;Hipoglucemiantes orales e inyectables;SANOFI AVENTIS
P00012640;AMARYL M;https://pe.ivademecum.com/medicamento-amaryl-m-sanofi-aventis-cod-45719B5D02DD0A63;Hipoglucemiantes orales e inyectables;SANOFI AVENTIS
P00012641;AMAZINA;https://pe.ivademecum.com/medicamento-amazina-rowe-cod-A3C1DD1F488A97BD;Antialérgicos, antihist., corticoides asoc.;ROWE
P00012642;AMAZINA-D;https://pe.ivademecum.com/medicamento-amazina-d-rowe-cod-8CD6D4178F501A15;Antialérgicos, antihist., corticoides asoc.;ROWE
P00012643;AMBROMOX;https://pe.ivademecum.com/medicamento-ambromox-neumobiotics-cod-25028CAB5F9A999F;Antibióticos;NEUMOBIOTICS
P00012644;AMBROXIL;https://pe.ivademecum.com/medicamento-ambroxil-iqfarma-cod-07166B1B945460FD;Antibióticos;IQFARMA
P00012645;AMBROXOL;https://pe.ivademecum.com/medicamento-ambroxol-farmindustria-cod-93B195D643EDDF94;Antitusivos, expectorantes, mucolíticos;FARMINDUSTRIA
P00012646;AMBROXOL;https://pe.ivademecum.com/medicamento-ambroxol-medrock-cod-CA1DBB73DC1D1256;Antitusivos, expectorantes, mucolíticos;MEDROCK
P00012647;AMBROXOL GENFAR;https://pe.ivademecum.com/medicamento-ambroxol-genfar-genfar-cod-CEF1366606A82F33;Antitusivos, expectorantes, mucolíticos;GENFAR
P00012648;AMBROXOL PORTUGAL;https://pe.ivademecum.com/medicamento-ambroxol-portugal-portugal-cod-28186CD70F194C49;Antitusivos, expectorantes, mucolíticos;PORTUGAL
P00012649;AMBROXOL TERBOL;https://pe.ivademecum.com/medicamento-ambroxol-terbol-terbol-cod-C29AB67D2BFF5EC4;Antitusivos, expectorantes, mucolíticos;TERBOL
P00012650;AMIASTEN;https://pe.ivademecum.com/medicamento-amiasten-ac-farma-cod-844DC20B43F2CA85;Colinérgicos;AC FARMA
P00012651;AMIGDAZOL NF;https://pe.ivademecum.com/medicamento-amigdazol-nf-markos-cod-7468F5CC48182F7D;Productos de uso orofaríngeo;MARKOS
P00012652;AMIKABIOT;https://pe.ivademecum.com/medicamento-amikabiot-trifarma-cod-DBDE422B9DB34FBA;Antibióticos;TRIFARMA
P00012653;AMIKACINA;https://pe.ivademecum.com/medicamento-amikacina-ceci-farma-cod-975D182BB2B1D20E;Antibióticos;CECI FARMA
P00012654;AMIKACINA;https://pe.ivademecum.com/medicamento-amikacina-dany-cod-F3EE1F227AFE1EB1;Antibióticos;DANY
P00012655;AMIKACINA;https://pe.ivademecum.com/medicamento-amikacina-pharmagen-cod-D7413112831F6003;Antibióticos;PHARMAGEN
P00012656;AMIKACINA FMNDTRIA;https://pe.ivademecum.com/medicamento-amikacina-fmndtria-farmindustria-cod-B5AA70A98535B5D2;Antibióticos;FARMINDUSTRIA
P00012657;AMIKACINA GENFAR;https://pe.ivademecum.com/medicamento-amikacina-genfar-genfar-cod-1E4FECD69DA356EE;Antibióticos;GENFAR
P00012658;AMIKACINA LABOT;https://pe.ivademecum.com/medicamento-amikacina-labot-labot-cod-07EF07686E29D0E2;Antibióticos;LABOT
P00012659;AMIKACINA VITALIS;https://pe.ivademecum.com/medicamento-amikacina-vitalis-vitalis-cod-EEB5D7D6D7D436F7;Antibióticos;VITALIS
P00012660;AMIKAGRAM;https://pe.ivademecum.com/medicamento-amikagram-lusa-cod-0D9113D753B2547D;Antibióticos;LUSA
